Date,Mastercard_Close
2006-05-25 00:00:00-04:00,4.22183895111084
2006-05-26 00:00:00-04:00,4.123633861541748
2006-05-30 00:00:00-04:00,4.038280487060547
2006-05-31 00:00:00-04:00,4.124550342559815
2006-06-01 00:00:00-04:00,4.3604230880737305
2006-06-02 00:00:00-04:00,4.312698841094971
2006-06-05 00:00:00-04:00,4.510941505432129
2006-06-06 00:00:00-04:00,4.43293046951294
2006-06-07 00:00:00-04:00,4.368682384490967
2006-06-08 00:00:00-04:00,4.379697322845459
2006-06-09 00:00:00-04:00,4.385204792022705
2006-06-12 00:00:00-04:00,4.309027671813965
2006-06-13 00:00:00-04:00,4.175949096679688
2006-06-14 00:00:00-04:00,4.141071319580078
2006-06-15 00:00:00-04:00,4.217247486114502
2006-06-16 00:00:00-04:00,4.131893157958984
2006-06-19 00:00:00-04:00,4.069483757019043
2006-06-20 00:00:00-04:00,4.0401153564453125
2006-06-21 00:00:00-04:00,4.157591819763184
2006-06-22 00:00:00-04:00,4.276906967163086
2006-06-23 00:00:00-04:00,4.309027671813965
2006-06-26 00:00:00-04:00,4.359505653381348
2006-06-27 00:00:00-04:00,4.342067241668701
2006-06-28 00:00:00-04:00,4.309942722320557
2006-06-29 00:00:00-04:00,4.405396461486816
2006-06-30 00:00:00-04:00,4.405396461486816
2006-07-03 00:00:00-04:00,4.341149806976318
2006-07-05 00:00:00-04:00,4.368682384490967
2006-07-06 00:00:00-04:00,4.295259952545166
2006-07-07 00:00:00-04:00,4.232850551605225
2006-07-10 00:00:00-04:00,4.266809940338135
2006-07-11 00:00:00-04:00,4.2539591789245605
2006-07-12 00:00:00-04:00,4.180535793304443
2006-07-13 00:00:00-04:00,4.104358673095703
2006-07-14 00:00:00-04:00,4.03369140625
2006-07-17 00:00:00-04:00,4.0373616218566895
2006-07-18 00:00:00-04:00,4.029099941253662
2006-07-19 00:00:00-04:00,4.155756950378418
2006-07-20 00:00:00-04:00,4.180535793304443
2006-07-21 00:00:00-04:00,4.155756950378418
2006-07-24 00:00:00-04:00,4.130058765411377
2006-07-25 00:00:00-04:00,4.229179382324219
2006-07-26 00:00:00-04:00,4.284247398376465
2006-07-27 00:00:00-04:00,4.269562244415283
2006-07-28 00:00:00-04:00,4.249371528625488
2006-07-31 00:00:00-04:00,4.209906101226807
2006-08-01 00:00:00-04:00,4.130058765411377
2006-08-02 00:00:00-04:00,4.5907883644104
2006-08-03 00:00:00-04:00,4.588034152984619
2006-08-04 00:00:00-04:00,4.593542575836182
2006-08-07 00:00:00-04:00,4.689911365509033
2006-08-08 00:00:00-04:00,4.824824810028076
2006-08-09 00:00:00-04:00,4.850522994995117
2006-08-10 00:00:00-04:00,4.915687084197998
2006-08-11 00:00:00-04:00,4.926699638366699
2006-08-14 00:00:00-04:00,4.977178573608398
2006-08-15 00:00:00-04:00,5.001040935516357
2006-08-16 00:00:00-04:00,4.9808502197265625
2006-08-17 00:00:00-04:00,4.906510353088379
2006-08-18 00:00:00-04:00,4.905589580535889
2006-08-21 00:00:00-04:00,4.979930877685547
2006-08-22 00:00:00-04:00,5.068958759307861
2006-08-23 00:00:00-04:00,5.011138916015625
2006-08-24 00:00:00-04:00,5.107506275177002
2006-08-25 00:00:00-04:00,5.04784631729126
2006-08-28 00:00:00-04:00,5.049683094024658
2006-08-29 00:00:00-04:00,5.079972267150879
2006-08-30 00:00:00-04:00,5.070793151855469
2006-08-31 00:00:00-04:00,5.13045072555542
2006-09-01 00:00:00-04:00,5.1901068687438965
2006-09-05 00:00:00-04:00,5.217640399932861
2006-09-06 00:00:00-04:00,5.403953075408936
2006-09-07 00:00:00-04:00,5.517757892608643
2006-09-08 00:00:00-04:00,5.483800411224365
2006-09-11 00:00:00-04:00,5.678371429443359
2006-09-12 00:00:00-04:00,5.699479579925537
2006-09-13 00:00:00-04:00,5.630646705627441
2006-09-14 00:00:00-04:00,5.762807846069336
2006-09-15 00:00:00-04:00,5.962884426116943
2006-09-18 00:00:00-04:00,5.976653099060059
2006-09-19 00:00:00-04:00,5.950954437255859
2006-09-20 00:00:00-04:00,6.1078972816467285
2006-09-21 00:00:00-04:00,6.337344646453857
2006-09-22 00:00:00-04:00,6.050994396209717
2006-09-25 00:00:00-04:00,5.910571098327637
2006-09-26 00:00:00-04:00,6.057419300079346
2006-09-27 00:00:00-04:00,6.226291656494141
2006-09-28 00:00:00-04:00,6.300631999969482
2006-09-29 00:00:00-04:00,6.456658363342285
2006-10-02 00:00:00-04:00,6.420864105224609
2006-10-03 00:00:00-04:00,6.395164489746094
2006-10-04 00:00:00-04:00,6.389659881591797
2006-10-05 00:00:00-04:00,6.670865058898926
2006-10-06 00:00:00-04:00,6.906122207641602
2006-10-09 00:00:00-04:00,6.690163612365723
2006-10-10 00:00:00-04:00,6.6083760261535645
2006-10-11 00:00:00-04:00,6.386900901794434
2006-10-12 00:00:00-04:00,6.470530033111572
2006-10-13 00:00:00-04:00,6.441119194030762
2006-10-16 00:00:00-04:00,6.552317142486572
2006-10-17 00:00:00-04:00,6.386900901794434
2006-10-18 00:00:00-04:00,6.474203586578369
2006-10-19 00:00:00-04:00,6.646973609924316
2006-10-20 00:00:00-04:00,6.544966220855713
2006-10-23 00:00:00-04:00,6.455824375152588
2006-10-24 00:00:00-04:00,6.543126583099365
2006-10-25 00:00:00-04:00,6.501773357391357
2006-10-26 00:00:00-04:00,6.635025024414063
2006-10-27 00:00:00-04:00,6.675461292266846
2006-10-30 00:00:00-05:00,6.666272163391113
2006-10-31 00:00:00-05:00,6.80963134765625
2006-11-01 00:00:00-05:00,7.817749500274658
2006-11-02 00:00:00-05:00,8.050251960754395
2006-11-03 00:00:00-05:00,8.225776672363281
2006-11-06 00:00:00-05:00,8.849761009216309
2006-11-07 00:00:00-05:00,8.50054931640625
2006-11-08 00:00:00-05:00,8.127447128295898
2006-11-09 00:00:00-05:00,8.105393409729004
2006-11-10 00:00:00-05:00,8.197285652160645
2006-11-13 00:00:00-05:00,8.872736930847168
2006-11-14 00:00:00-05:00,8.748679161071777
2006-11-15 00:00:00-05:00,8.757865905761719
2006-11-16 00:00:00-05:00,8.68618392944336
2006-11-17 00:00:00-05:00,8.71099853515625
2006-11-20 00:00:00-05:00,8.839655876159668
2006-11-21 00:00:00-05:00,9.244925498962402
2006-11-22 00:00:00-05:00,9.489375114440918
2006-11-24 00:00:00-05:00,9.69338607788086
2006-11-27 00:00:00-05:00,9.096967697143556
