Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,207.2447114415868,210.26505264019366,204.15505886354669,205.3730926513672,4202800,0.0,0.0
2023-01-04 00:00:00-05:00,207.58141580450908,211.12660169318167,207.58141580450908,210.54234313964844,6606200,0.0,0.0
2023-01-05 00:00:00-05:00,211.7207723871202,212.07727194837145,208.41325791408642,209.0569305419922,5246000,0.0,0.0
2023-01-06 00:00:00-05:00,211.9188389389441,216.01857662054334,211.01768510948426,215.6323699951172,6829700,0.0,0.0
2023-01-09 00:00:00-05:00,216.93953626109217,220.04899893820934,216.2265371023548,216.47410583496094,6294500,0.0,0.0
2023-01-10 00:00:00-05:00,216.8602969730984,220.22722545203916,216.05816164398115,218.9398651123047,10857000,0.0,0.0
2023-01-11 00:00:00-05:00,219.13792810701653,220.01927217218574,217.56339462717423,219.9400634765625,5408200,0.0,0.0
2023-01-12 00:00:00-05:00,219.94005976585083,221.6334213709545,218.4645447356297,221.4452667236328,4264400,0.0,0.0
2023-01-13 00:00:00-05:00,219.7519064630455,221.5839059599535,217.99911566090896,220.89071655273438,4283200,0.0,0.0
2023-01-17 00:00:00-05:00,220.21734845258229,222.2176929742428,220.20743603241786,220.83131408691406,6101100,0.0,0.0
2023-01-18 00:00:00-05:00,221.90079442895603,222.80194818611986,217.30591964182915,217.3257293701172,6558000,0.0,0.0
2023-01-19 00:00:00-05:00,215.97896214528546,219.3657004964848,215.3847911599961,218.26649475097656,4853100,0.0,0.0
2023-01-20 00:00:00-05:00,218.98940079337115,222.24739871474657,218.2665043142325,222.12857055664062,5211000,0.0,0.0
2023-01-23 00:00:00-05:00,222.41576093155888,224.000191793281,220.9798501585277,221.9998321533203,5501500,0.0,0.0
2023-01-24 00:00:00-05:00,219.8608372589752,227.76322672036218,214.5232561589443,221.712646484375,5274900,0.0,0.0
2023-01-25 00:00:00-05:00,219.46471393548126,222.78214082560194,219.01909326183406,222.7128143310547,4729600,0.0,0.0
2023-01-26 00:00:00-05:00,223.80212140009283,224.87162007666814,221.4947791317028,222.52467346191406,7043400,0.0,0.0
2023-01-27 00:00:00-05:00,225.78267618481752,230.57560305277218,225.03997001315693,229.18922424316406,11382600,0.0,0.0
2023-01-30 00:00:00-05:00,227.96125671846977,228.17911838404729,225.71332868386236,226.87196350097656,5677400,0.0,0.0
2023-01-31 00:00:00-05:00,226.5848126458317,228.5554652687237,226.22831305350945,227.97120666503906,11294200,0.0,0.0
2023-02-01 00:00:00-05:00,227.13936051533912,230.39737356365328,225.5846367007719,228.65447998046875,5792700,0.0,0.0
2023-02-02 00:00:00-05:00,231.68471793468072,232.02140776791086,226.1490698629474,227.32749938964844,7190000,0.0,0.0
2023-02-03 00:00:00-05:00,226.46596949851576,228.61486422016463,225.426177830519,227.8919677734375,5243600,0.0,0.0
2023-02-06 00:00:00-05:00,226.47587032146035,228.02069677312764,225.82228525024846,227.20867919921875,3402400,0.0,0.0
2023-02-07 00:00:00-05:00,225.80249376176718,229.87252432834345,225.73316726367935,229.07040405273438,4042600,0.0,0.0
2023-02-08 00:00:00-05:00,228.09991107143776,229.60513311228533,227.75332393143955,227.96127319335938,4978600,0.0,0.0
2023-02-09 00:00:00-05:00,230.6005659101466,230.67001304943915,227.34610369779665,227.56439208984375,5238400,0.45,0.0
2023-02-10 00:00:00-05:00,227.17744433881123,228.1200451097006,224.3992406404066,225.43113708496094,4509700,0.0,0.0
2023-02-13 00:00:00-05:00,225.1136391618721,228.0406690201367,224.50838768826546,227.0980682373047,4946700,0.0,0.0
2023-02-14 00:00:00-05:00,226.88968455950834,229.618274394357,225.40136283140905,227.6040802001953,4829400,0.0,0.0
2023-02-15 00:00:00-05:00,225.8180939895916,227.28658234757762,225.03425119768687,227.1377410888672,4407300,0.0,0.0
2023-02-16 00:00:00-05:00,224.30992952257486,226.5820939671177,223.91303465584852,224.07179260253906,3865900,0.0,0.0
