Date,Visa_Close
2023-01-03 00:00:00-05:00,205.3730926513672
2023-01-04 00:00:00-05:00,210.54234313964844
2023-01-05 00:00:00-05:00,209.0569305419922
2023-01-06 00:00:00-05:00,215.6323699951172
2023-01-09 00:00:00-05:00,216.4741058349609
2023-01-10 00:00:00-05:00,218.9398651123047
2023-01-11 00:00:00-05:00,219.9400634765625
2023-01-12 00:00:00-05:00,221.4452667236328
2023-01-13 00:00:00-05:00,220.8907165527344
2023-01-17 00:00:00-05:00,220.8313140869141
2023-01-18 00:00:00-05:00,217.3257293701172
2023-01-19 00:00:00-05:00,218.26649475097656
2023-01-20 00:00:00-05:00,222.12857055664065
2023-01-23 00:00:00-05:00,221.9998321533203
2023-01-24 00:00:00-05:00,221.712646484375
2023-01-25 00:00:00-05:00,222.7128143310547
2023-01-26 00:00:00-05:00,222.5246734619141
2023-01-27 00:00:00-05:00,229.1892242431641
2023-01-30 00:00:00-05:00,226.87196350097656
2023-01-31 00:00:00-05:00,227.97120666503903
2023-02-01 00:00:00-05:00,228.65447998046875
2023-02-02 00:00:00-05:00,227.32749938964844
2023-02-03 00:00:00-05:00,227.8919677734375
2023-02-06 00:00:00-05:00,227.20867919921875
2023-02-07 00:00:00-05:00,229.0704040527344
2023-02-08 00:00:00-05:00,227.96127319335935
2023-02-09 00:00:00-05:00,227.56439208984372
2023-02-10 00:00:00-05:00,225.4311370849609
2023-02-13 00:00:00-05:00,227.0980682373047
2023-02-14 00:00:00-05:00,227.6040802001953
2023-02-15 00:00:00-05:00,227.1377410888672
2023-02-16 00:00:00-05:00,224.07179260253903
2023-02-17 00:00:00-05:00,221.8194732666016
2023-02-21 00:00:00-05:00,218.90237426757807
2023-02-22 00:00:00-05:00,218.3070373535156
2023-02-23 00:00:00-05:00,219.4084014892578
2023-02-24 00:00:00-05:00,217.84068298339844
2023-02-27 00:00:00-05:00,218.6344757080078
2023-02-28 00:00:00-05:00,218.2276611328125
2023-03-01 00:00:00-05:00,216.6599578857422
2023-03-02 00:00:00-05:00,217.3544921875
2023-03-03 00:00:00-05:00,222.02783203125
2023-03-06 00:00:00-05:00,224.9846343994141
2023-03-07 00:00:00-05:00,221.4324951171875
2023-03-08 00:00:00-05:00,220.4601287841797
2023-03-09 00:00:00-05:00,218.29708862304688
2023-03-10 00:00:00-05:00,214.4572296142578
2023-03-13 00:00:00-04:00,212.8002471923828
2023-03-14 00:00:00-04:00,216.95762634277344
2023-03-15 00:00:00-04:00,214.68544006347656
2023-03-16 00:00:00-04:00,215.7570343017578
2023-03-17 00:00:00-04:00,215.69749450683597
2023-03-20 00:00:00-04:00,216.45159912109372
2023-03-21 00:00:00-04:00,220.2220001220703
2023-03-22 00:00:00-04:00,218.3268585205078
2023-03-23 00:00:00-04:00,220.8570251464844
2023-03-24 00:00:00-04:00,219.31907653808597
2023-03-27 00:00:00-04:00,220.0830841064453
2023-03-28 00:00:00-04:00,218.6146240234375
2023-03-29 00:00:00-04:00,221.56149291992188
2023-03-30 00:00:00-04:00,220.6288299560547
2023-03-31 00:00:00-04:00,223.7046813964844
2023-04-03 00:00:00-04:00,227.2171173095703
2023-04-04 00:00:00-04:00,225.88755798339844
2023-04-05 00:00:00-04:00,226.39356994628903
2023-04-06 00:00:00-04:00,224.2305603027344
2023-04-10 00:00:00-04:00,224.6671142578125
2023-04-11 00:00:00-04:00,226.67140197753903
2023-04-12 00:00:00-04:00,226.0363922119141
2023-04-13 00:00:00-04:00,230.87838745117188
2023-04-14 00:00:00-04:00,232.1980438232422
2023-04-17 00:00:00-04:00,231.6622467041016
2023-04-18 00:00:00-04:00,231.7812957763672
2023-04-19 00:00:00-04:00,230.7593231201172
2023-04-20 00:00:00-04:00,232.7735290527344
2023-04-21 00:00:00-04:00,232.227783203125
2023-04-24 00:00:00-04:00,230.9478454589844
2023-04-25 00:00:00-04:00,227.80252075195312
2023-04-26 00:00:00-04:00,226.37371826171875
2023-04-27 00:00:00-04:00,227.22705078125
2023-04-28 00:00:00-04:00,230.91807556152344
2023-05-01 00:00:00-04:00,230.6997833251953
2023-05-02 00:00:00-04:00,225.2128448486328
2023-05-03 00:00:00-04:00,224.2206268310547
2023-05-04 00:00:00-04:00,223.84361267089844
2023-05-05 00:00:00-04:00,229.97547912597656
2023-05-08 00:00:00-04:00,230.4219665527344
2023-05-09 00:00:00-04:00,231.4439392089844
2023-05-10 00:00:00-04:00,229.46945190429688
2023-05-11 00:00:00-04:00,229.6583251953125
2023-05-12 00:00:00-04:00,230.02618408203125
2023-05-15 00:00:00-04:00,231.4477996826172
2023-05-16 00:00:00-04:00,229.1214904785156
2023-05-17 00:00:00-04:00,231.28872680664065
2023-05-18 00:00:00-04:00,232.2332000732422
2023-05-19 00:00:00-04:00,231.9448699951172
2023-05-22 00:00:00-04:00,229.9267578125
2023-05-23 00:00:00-04:00,223.26596069335935
2023-05-24 00:00:00-04:00,220.9495849609375
2023-05-25 00:00:00-04:00,222.072998046875
2023-05-26 00:00:00-04:00,223.6934356689453
2023-05-30 00:00:00-04:00,220.3431701660156
2023-05-31 00:00:00-04:00,219.7367401123047
2023-06-01 00:00:00-04:00,225.1747283935547
2023-06-02 00:00:00-04:00,227.4513092041016
2023-06-05 00:00:00-04:00,225.44314575195312
2023-06-06 00:00:00-04:00,226.8846740722656
2023-06-07 00:00:00-04:00,223.9519195556641
2023-06-08 00:00:00-04:00,221.7449188232422
2023-06-09 00:00:00-04:00,222.2519378662109
2023-06-12 00:00:00-04:00,224.84664916992188
2023-06-13 00:00:00-04:00,222.0928497314453
2023-06-14 00:00:00-04:00,222.1326141357422
2023-06-15 00:00:00-04:00,224.84664916992188
2023-06-16 00:00:00-04:00,227.5706329345703
2023-06-20 00:00:00-04:00,225.1448974609375
2023-06-21 00:00:00-04:00,225.92034912109372
2023-06-22 00:00:00-04:00,227.0536651611328
2023-06-23 00:00:00-04:00,228.20689392089844
2023-06-26 00:00:00-04:00,224.97589111328125
2023-06-27 00:00:00-04:00,226.0098114013672
2023-06-28 00:00:00-04:00,226.62619018554688
2023-06-29 00:00:00-04:00,232.94895935058597
2023-06-30 00:00:00-04:00,236.0904693603516
2023-07-03 00:00:00-04:00,236.57760620117188
2023-07-05 00:00:00-04:00,238.0489501953125
2023-07-06 00:00:00-04:00,237.4822998046875
2023-07-07 00:00:00-04:00,235.06651306152344
2023-07-10 00:00:00-04:00,236.7665100097656
2023-07-11 00:00:00-04:00,239.14251708984372
2023-07-12 00:00:00-04:00,240.79281616210935
2023-07-13 00:00:00-04:00,241.8863677978516
2023-07-14 00:00:00-04:00,241.73724365234372
2023-07-17 00:00:00-04:00,242.56239318847656
2023-07-18 00:00:00-04:00,239.36122131347656
2023-07-19 00:00:00-04:00,240.00743103027344
2023-07-20 00:00:00-04:00,238.21795654296875
2023-07-21 00:00:00-04:00,237.85011291503903
2023-07-24 00:00:00-04:00,239.3314208984375
2023-07-25 00:00:00-04:00,237.29339599609372
2023-07-26 00:00:00-04:00,235.71270751953125
2023-07-27 00:00:00-04:00,233.0682830810547
2023-07-28 00:00:00-04:00,234.3705902099609
2023-07-31 00:00:00-04:00,236.33901977539065
2023-08-01 00:00:00-04:00,238.3770294189453
2023-08-02 00:00:00-04:00,236.1700134277344
2023-08-03 00:00:00-04:00,237.3629913330078
2023-08-04 00:00:00-04:00,237.59164428710935
2023-08-07 00:00:00-04:00,240.09689331054688
2023-08-08 00:00:00-04:00,237.88987731933597
2023-08-09 00:00:00-04:00,238.3571319580078
2023-08-10 00:00:00-04:00,239.2037506103516
2023-08-11 00:00:00-04:00,239.084228515625
2023-08-14 00:00:00-04:00,241.93284606933597
2023-08-15 00:00:00-04:00,238.8750762939453
2023-08-16 00:00:00-04:00,238.3372039794922
2023-08-17 00:00:00-04:00,236.42486572265625
2023-08-18 00:00:00-04:00,237.2216796875
2023-08-21 00:00:00-04:00,238.50656127929688
2023-08-22 00:00:00-04:00,239.61212158203125
2023-08-23 00:00:00-04:00,241.33523559570312
2023-08-24 00:00:00-04:00,238.51649475097656
2023-08-25 00:00:00-04:00,241.6041717529297
2023-08-28 00:00:00-04:00,242.8591461181641
2023-08-29 00:00:00-04:00,244.36312866210935
2023-08-30 00:00:00-04:00,245.2495880126953
2023-08-31 00:00:00-04:00,244.70176696777344
2023-09-01 00:00:00-04:00,247.12210083007807
2023-09-05 00:00:00-04:00,244.36312866210935
2023-09-06 00:00:00-04:00,245.17987060546875
2023-09-07 00:00:00-04:00,246.15597534179688
2023-09-08 00:00:00-04:00,246.30535888671875
2023-09-11 00:00:00-04:00,246.2356414794922
2023-09-12 00:00:00-04:00,246.31532287597656
2023-09-13 00:00:00-04:00,246.8432159423828
2023-09-14 00:00:00-04:00,240.53842163085935
2023-09-15 00:00:00-04:00,240.1101531982422
2023-09-18 00:00:00-04:00,243.68585205078125
2023-09-19 00:00:00-04:00,242.59022521972656
2023-09-20 00:00:00-04:00,240.89698791503903
2023-09-21 00:00:00-04:00,235.6678924560547
2023-09-22 00:00:00-04:00,234.1439971923828
2023-09-25 00:00:00-04:00,232.4308319091797
2023-09-26 00:00:00-04:00,228.7356109619141
2023-09-27 00:00:00-04:00,228.58621215820312
2023-09-28 00:00:00-04:00,230.73760986328125
2023-09-29 00:00:00-04:00,229.0941619873047
2023-10-02 00:00:00-04:00,230.34915161132807
2023-10-03 00:00:00-04:00,227.89895629882807
2023-10-04 00:00:00-04:00,230.29934692382807
2023-10-05 00:00:00-04:00,232.5503387451172
2023-10-06 00:00:00-04:00,234.1041412353516
2023-10-09 00:00:00-04:00,233.5065460205078
2023-10-10 00:00:00-04:00,235.65794372558597
2023-10-11 00:00:00-04:00,234.74159240722656
2023-10-12 00:00:00-04:00,235.83721923828125
2023-10-13 00:00:00-04:00,236.72366333007807
2023-10-16 00:00:00-04:00,239.11412048339844
2023-10-17 00:00:00-04:00,240.2396240234375
2023-10-18 00:00:00-04:00,236.52447509765625
2023-10-19 00:00:00-04:00,232.8790283203125
2023-10-20 00:00:00-04:00,232.4507598876953
2023-10-23 00:00:00-04:00,230.60812377929688
2023-10-24 00:00:00-04:00,233.71568298339844
2023-10-25 00:00:00-04:00,235.9069366455078
2023-10-26 00:00:00-04:00,230.35911560058597
2023-10-27 00:00:00-04:00,228.3571319580078
2023-10-30 00:00:00-04:00,232.1519470214844
2023-10-31 00:00:00-04:00,234.16390991210935
2023-11-01 00:00:00-04:00,237.6300506591797
2023-11-02 00:00:00-04:00,242.2814483642578
2023-11-03 00:00:00-04:00,242.63006591796875
2023-11-06 00:00:00-05:00,242.5205078125
2023-11-07 00:00:00-05:00,243.79541015625
2023-11-08 00:00:00-05:00,243.4560394287109
2023-11-09 00:00:00-05:00,241.1902618408203
